2801;023060001;AVALIAÇÃO DE MASSAS FLORESTAIS EM PE
2801;023060002;ESTIMATIVA DE VALOR DE MADEIRA
714;023060003;PREPARAÇÃO DA TERRA PARA CULTIVO DE ESPECIES FLORESTAIS
714;023060004;SEMEADURAS E PLANTIO DE MUDAS DE ESPECIES FLORESTAIS
712;023060005;CONTROLE E TRATAMENTO DE AGENTES FISICOS, QUIMICOS E BIOLOGICOS EM AREAS DE FLORESTAMENTO E REFLORESTAMENTO
1405;023060006;SERVIÇO DE ABATE E DERRUBADA DE ARVORES
1603;023060007;SERVIÇO DE TRANSPORTE DE TORAS SOMENTE NO LOCAL DE DERRUBADA DAS ÁRVORES
1603;023060007;SERVIÇO DE TRANSPORTE DE TORAS SOMENTE NO LOCAL DE DERRUBADA DAS ÁRVORES
1104;023060008;SERVIÇO DE DESCARREGAMENTO DE MADEIRA
1701;023060009;SERVIÇO DE CONSULTORIA TÉCNICA DE ADMINISTRAÇÃO FLORESTAL
714;023060010;SERVIÇO DE REPOVOAMENTO FLORESTAL - REPLANTIO DE ESPÉCIES FLORESTAIS, INCLUSIVE EM ENCOSTAS, EM MARGENS DE RIOS E DE LAGOS
1701;023060011;SERVIÇO DE INVENTÁRIO FLORESTAL
713;023060012;SERVIÇO DE CONTROLE DE PRAGAS FLORESTAIS
1701;023060013;SERVIÇO DE INSPEÇÃO AÉREA DE REPOVOAMENTOS FLORESTAIS
1102;023060014;SERVIÇO DE EXTINÇÃO DE INCÊNDIO E PROTEÇÃO FLORESTAL
1701;023060099;SERVIÇO DE APOIO À PRODUÇÃO FLORESTAL NÃO ESPECIFICADO ANTERIORMENTE
1701;031160401;ATIVIDADES DE APOIO À PESCA EM ÁGUA SALGADA
1701;031240401;ATIVIDADES DE APOIO À PESCA EM ÁGUA DOCE
1701;032130501;ATIVIDADES DE APOIO À AQÜICULTURA EM ÁGUA SALGADA E SALOBRA
1701;032210701;ATIVIDADES DE APOIO À AQÜICULTURA EM ÁGUA DOCE
1405;050030201;BENEFICIAMENTO DE CARVÃO MINERAL
1405;060000202;BENEFICIAMENTO DE XISTO
1405;060000302;BENEFICIAMENTO DE AREIAS BETUMINOSAS
1405;071030201;PELOTIZAÇÃO, SINTERIZAÇÃO E OUTROS BENEFICIAMENTOS DE MINÉRIO DE FERRO
1405;072190201;BENEFICIAMENTO DE MINÉRIO DE ALUMÍNIO
1405;072270201;BENEFICIAMENTO DE MINÉRIO DE ESTANHO
1405;072350201;BENEFICIAMENTO DE MINÉRIO DE MANGANÊS
1405;072430201;BENEFICIAMENTO DE MINÉRIO DE METAIS PRECIOSOS
1405;072510002;BENEFICIAMENTO DE MINERAIS RADIOATIVOS
1405;072940102;BENEFICIAMENTO DE MINERIOS DE NIOBIO E TITÂNIO NÃO ASSOCIADO A EXTRAÇÃO
1405;072940202;BENEFICIAMENTO DE MINERIO DE TUNGSTENIO NÃO ASSOCIADO A EXTRAÇÃO
1405;072940302;BENEFICIAMENTO DE MINERIO DE NIQUEL NÃO ASSOCIADO A EXTRAÇÃO
1405;072940501;BENEFICIAMENTO DE MINÉRIOS DE COBRE, CHUMBO, ZINCO E OUTROS MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE
1405;081000102;BENEFICIAMENTO DE EXTRAÇÃO DE ARDÓSIA
1405;081000202;BENEFICIAMENTO DE GRANITO
1405;081000302;BENEFICIAMENTO DE MÁRMORE
1405;081000402;BENEFICIAMENTO DE CALCÁRIO E DOLOMITA
1405;081000602;BENEFICIAMENTO DE AREIA, CASCALHO OU PEDREGULHO
1405;081000702;BENEFICIAMENTO DE ARGILA
1405;081000802;BENEFICIAMENTO DE SAIBRO
1405;081000902;EXTRAÇÃO DE BASALTO E BENEFICIAMENTO ASSOCIADO
1405;081001001;BENEFICIAMENTO DE GESSO E CAULIM ASSOCIADO À EXTRAÇÃO
1405;081009902;BRITAMENTO DE PEDRAS E BENEFICIAMENTO DE OUTROS MATERIAIS PARA CONSTRUÇÃO
1405;089320002;BENEFICIAMENTO DE GEMAS
1405;089910102;BENEFICIAMENTO DE GRAFITA
1405;089919902;BENEFICIAMENTO DE OUTROS MINERAIS NÃO-METALICOS NAO ESPECIFICADOS ANTERIORMENTE
719;091060001;ATIVIDADES DE APOIO À EXTRAÇÃO DE PETROLEO E GAS NATURAL
1405;091060002;SERVIÇOS DE LIQUEFAÇÃO E REGASEIFICAÇÃO DE GAS NATURAL, NA MINA, PARA TRANSPORTE
719;091060003;SERVIÇOS RELACIONADOS COM A EXTRAÇÃO DE PETRÓLEO E GAS NATURAL, REALIZADO POR TERCEIROS, EXCETO A PROSPECÇÃO
719;099040101;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINÉRIO DE FERRO
719;099040201;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS
719;099040301;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS
1405;101120102;SECAGEM E SALGA DE COUROS E PELES DE BOVINOS
1405;101120202;SECAGEM E SALGA DE COUROS E PELES DE EQUINOS
1405;101120302;SERVIÇO DE COURO DE OVINOS E CAPRINOS, SECAGEM E SALGA
1405;101120402;SERVIÇO DE SECAGEM E SALGA DE COURO DE BUFALINOS
1405;101120501;MATADOURO - ABATE DE RESES SOB CONTRATO, EXCETO ABATE DE SUÍNOS
1405;101210302;SALGA DE COUROS E PELES DE SUINOS (PORCOS)
1405;101210401;MATADOURO - ABATE DE SUÍNOS SOB CONTRATO
1405;103170002;BENEFICIAMENTO DE CASTANHA-DE-CAJU E DE CASTANHA-DO-PARA
1405;104220002;REFINO DE ÓLEOS VEGETAIS COMESTIVEIS E NAO COMESTIVEIS(EXCETO DE MILHO)
1405;105110002;BENEFICIAMENTO DE LEITE
1405;106190101;BENEFICIAMENTO DE ARROZ
1405;106940002;BENEFICIAMENTO DE CEVADA EM GRAO E SAGU
1405;108130101;BENEFICIAMENTO DE CAFÉ
1405;109960502;BENEFICIAMENTO DE CHA DE ERVAS DIVERSAS
1405;109969901;BENEFICIAMENTO DE GUARANA (EM BASTAO, EM PÓ, ETC)
1405;121070001;PROCESSAMENTO INDUSTRIAL DO FUMO
1405;131110002;BENEFICIAMENTO REALIZADO EM ESTABELECIMENTO NAO AGRICOLA DE ALGODAO (ALGODAO CARDADO, PENTEADO, ETC.)
1405;131200002;BENEFICIAMENTO DE FIBRAS
1405;134050101;ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO
1405;134050201;ALVEJAMENTO, TINGIMENTO E TORÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO
1405;134059901;OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO
1409;135110003;CONFECÇÃO DE ARTEFATOS DE TECIDOS PARA USO DOMESTICO, QUANDO NAO INTEGRADA A TECELAGEM, PARA USUÁRIO FINAL COM MATERIAL POR ELE FORNECIDO
1409;141180201;FACÇÃO DE ROUPAS ÍNTIMAS
1409;141260101;CONFECÇÃO DE PEÇAS DO VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
1409;141260102;ATELIER DE COSTURA
1409;141260201;CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS
1409;141260301;FACÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS
1409;141340201;CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS
1409;141340301;FACÇÃO DE ROUPAS PROFISSIONAIS
1405;153190201;ACABAMENTO DE CALÇADOS DE COURO SOB CONTRATO
1405;161020102;SECAGEM, PRESERVAÇÃO E IMUNIZAÇÃO DA MADEIRA SERRADA
1405;161020201;SECAGEM, PRESERVAÇÃO E IMUNIZAÇÃO DA MADEIRA RESSERRADA
1405;161020202;BENEFICIAMENTO DE MADEIRA (SERRADA, RESSERRADA, ETC.)
1405;161020302;SECAGEM, PRESERVAÇÃO E IMUNIZAÇÃO DA MADEIRA SERRADA
1405;161020402;SECAGEM, PRESERVAÇÃO E IMUNIZAÇÃO DA MADEIRA RESSERRADA
1405;161020501;SERVIÇO DE TRATAMENTO DE MADEIRA REALIZADO SOB CONTRATO
1413;162269902;SERVIÇO DE CARPINTARIA
1304;181130101;IMPRESSÃO DE JORNAIS
1304;181130101;IMPRESSÃO DE JORNAIS
1304;181130101;IMPRESSÃO DE JORNAIS
1304;181130201;IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS
1304;181130201;IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS
1304;181130201;IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS
1304;181210001;IMPRESSÃO DE MATERIAL DE SEGURANÇA
1304;181210001;IMPRESSÃO DE MATERIAL DE SEGURANÇA
1304;181210001;IMPRESSÃO DE MATERIAL DE SEGURANÇA
1304;181300101;IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO
1304;181300101;IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO
1304;181300101;IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO
2401;181300102;IMPRESSÃO DE BANNERS E ADESIVOS
1304;181309901;IMPRESSÃO DE MATERIAL PARA OUTROS USOS
1304;181309901;IMPRESSÃO DE MATERIAL PARA OUTROS USOS
1304;181309901;IMPRESSÃO DE MATERIAL PARA OUTROS USOS
1304;182110001;SERVIÇOS DE PRE-IMPRESSAO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1304;182110001;SERVIÇOS DE PRE-IMPRESSAO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1304;182110001;SERVIÇOS DE PRE-IMPRESSAO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1304;182110099;SERVIÇOS DE PRE-IMPRESSAO, EXCETO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1304;182110099;SERVIÇOS DE PRE-IMPRESSAO, EXCETO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1304;182110099;SERVIÇOS DE PRE-IMPRESSAO, EXCETO DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS
1408;182290101;SERVICOS DE ENCADERNACAO E PLASTIFICACAO
1405;182299901;SERVIÇOS DE ACABAMENTOS GRÁFICOS DE OBJETOS DIVERSOS DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS, EXCETO ENCADERNAÇÃO E PLASTIFICAÇÃO.
1405;182299902;SERVIÇOS DE ACABAMENTOS GRÁFICOS,  DE LIVROS, JORNAIS, REVISTAS E OUTROS PERIÓDICOS, EXCETO ENCADERNAÇÃO E PLASTIFICAÇÃO
1301;183000101;REPRODUÇÃO DE SOM EM QUALQUER SUPORTE
1302;183000201;REPRODUÇÃO DE VÍDEO EM QUALQUER SUPORTE
1408;183000301;REPRODUÇÃO DE SOFTWARE EM QUALQUER SUPORTE
1404;221290001;REFORMA DE PNEUMATICOS USADOS
1404;221290002;SERVIÇO DE PNEUS (RECONDICIONAMENTO, RECAUCHUTAGEM, RECAPAGEM OU REMOLDAGEM)
1405;221960001;BENEFICIAMENTO DE BORRACHA NATURAL E SINTETICA
1405;222939901;BENEFICIAMENTOS DE MATERIAL PLASTICO, TINGIMENTO, PIGMENTAÇÃO E OUTROS
702;233030501;PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO
1405;239150101;BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO À EXTRAÇÃO
1405;239150201;APARELHAMENTO DE PEDRAS PARA CONSTRUÇÃO, EXCETO ASSOCIADO À EXTRAÇÃO
1405;239150301;APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS
1405;239230002;BENEFICIAMENTO DE GESSO OU GIPSITA
1405;239910101;DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIFICAÇÃO E OUTROS TRABALHOS EM CERÂMICA, LOUÇA, VIDRO E CRISTAL
1405;239919902;SERVIÇO DE BENEFICIAMENTO DE MINERAIS NAO-METALICOS NAO ASSOCIADO A EXTRAÇÃO
1405;245120002;SERVIÇO DE FUNDIÇÃO DE METAIS FERROSOS
1405;245210002;SERVIÇO DE FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS LIGAS
1413;251100002;FABRICAÇÃO DE ESTRUTURAS METALICAS SOB ENCOMENDA
1413;251280002;FABRICAÇÃO DE ESQUADRIAS DE METAL SOB ENCOENDA (PORTOES, MARCOS OU BATENTES, GRADES, BASCULANTES, PORTAS, JANELAS ETC.), EXCETO DE ALUMÍNIO
1413;251280004;FABRICAÇÃO DE ESQUADRIAS DE ALUMÍNIO SOB ENCOMENDA (PORTAS, GRADES, PORTÕES, BASCULANTES E SEMELHANTES)
1405;253220102;SERVIÇO DE ESTAMPARIA DE METAIS
1405;253900101;SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA
1405;253900201;SERVIÇOS DE TRATAMENTO E REVESTIMENTO EM METAIS, , EXCETO TÉRMICO E QUÍMICO
1405;253900202;SERVIÇOS DE TRATAMENTO TÉRMICO E QUÍMICO DE METAIS  (TÊMPERA, RECOZIMENTO, CEMENTAÇÃO)
1405;253900203;SERVIÇO DE PINTURA EM PRODUTOS METÁLICOS
1405;253902003;SERVIÇO DE PINTURA INDUSTRIAL
1413;254200001;FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS
1413;254200002;SERRALHERIA (EXCETO ESQUADRIAS)
1405;254380002;SERVIÇOS DE FERRAMENTARIA
1413;259930101;SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO
1405;259930201;SERVIÇO DE CORTE E DOBRA DE METAIS
1405;259939902;BRITAMENTO, LAVAGEM, PENEIRAÇÃO E OUTROS BENEFICIAMENTOS DE ESCORIAS OU DE OUTROS RESIDUOS METALURGICOS
1406;261080002;MONTAGEM DE CIRCUITOS ELETRÔNICOS PARA TERCEIROS
1406;265230002;SERVIÇO DE MONTAGEM DE CRONÔMETROS E RELÓGIOS
1405;272280201;RECONDICIONAMENTO DE BATERIAS E ACUMULADORES PARA VEÍCULOS AUTOMOTORES
1401;293010302;SERVIÇO DE BLINDAGEM DE VEICULOS AUTOMOTORES
1403;295060001;RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES
3901;321160101;LAPIDAÇÃO DE GEMAS
414;325070601;SERVIÇOS DE PRÓTESE DENTÁRIA
3901;325070901;SERVIÇO DE LABORATÓRIO ÓPTICO
1405;329909901;BENEFICIAMENTO DE ALGAS MARINHAS
9905;329909902;SERVIÇO DE TAXIDERMIA
1401;331120001;MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS, EXCETO PARA VEÍCULOS
1401;331210201;MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE
1401;331210301;MANUTENÇÃO E REPARAÇÃO DE APARELHOS ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIPAMENTOS DE IRRADIAÇÃO
1401;331210401;MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS ÓPTICOS
1401;331390101;MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS
1401;331390201;MANUTENÇÃO E REPARAÇÃO DE BATERIAS E ACUMULADORES ELÉTRICOS, EXCETO PARA VEÍCULOS
1401;331399901;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE
1401;331470101;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRIZES NÃO-ELÉTRICAS
1401;331470201;MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXCETO VÁLVULAS
1401;331470301;MANUTENÇÃO E REPARAÇÃO DE VÁLVULAS INDUSTRIAIS
1401;331470401;MANUTENÇÃO E REPARAÇÃO DE COMPRESSORES
1401;331470501;MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS DE TRANSMISSÃO PARA FINS INDUSTRIAIS
1401;331470601;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALAÇÕES TÉRMICAS
1401;331470701;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL
1401;331470801;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS
1401;331470901;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NÃO-ELETRÔNICOS PARA ESCRITÓRIO
1401;331471001;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE
1401;331471101;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUÁRIA
1401;331471201;MANUTENÇÃO E REPARAÇÃO DE TRATORES AGRÍCOLAS
1401;331471301;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS-FERRAMENTA
1401;331471401;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A PROSPECÇÃO E EXTRAÇÃO DE PETRÓLEO
1401;331471501;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO NA EXTRAÇÃO MINERAL, EXCETO NA EXTRAÇÃO DE PETRÓLEO
1401;331471601;MANUTENÇÃO E REPARAÇÃO DE TRATORES, EXCETO AGRÍCOLAS
1401;331471701;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE TERRAPLENAGEM, PAVIMENTAÇÃO E CONSTRUÇÃO, EXCETO TRATORES
1401;331471801;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS PARA A INDÚSTRIA METALÚRGICA, EXCETO MÁQUINAS-FERRAMENTA
1401;331471901;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE ALIMENTOS, BEBIDAS E FUMO
1401;331472001;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A INDÚSTRIA TÊXTIL, DO VESTUÁRIO, DO COURO E CALÇADOS
1401;331472101;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS PARA A INDÚSTRIA DE CELULOSE, PAPEL E PAPELÃO E ARTEFATOS
1401;331472201;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS PARA A INDÚSTRIA DO PLÁSTICO
1401;331479901;MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE
1401;331550001;MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS FERROVIÁRIOS
1401;331630101;MANUTENÇÃO E REPARAÇÃO DE AERONAVES, EXCETO A MANUTENÇÃO NA PISTA
1401;331630201;MANUTENÇÃO DE AERONAVES NA PISTA
1401;331710101;MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES E ESTRUTURAS FLUTUANTES
1401;331710201;MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES PARA ESPORTE E LAZER
1401;331980001;MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
1402;331980002;MANUTENÇÃO E REPARAÇÃO DE INSTRUMENTOS NÃO-ELETRÔNICOS PARA USO MÉDICO-HOSPITALAR, EXECUTADA POR UNIDADE ESPECIALIZADA
1406;332100001;INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
1406;332100002;INSTALAÇÃO E INTEGRAÇÃO DE SISTEMAS DE AUTOMAÇÃO INDUSTRIAL
1406;332950101;SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL
1406;332959901;INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
1703;351150201;ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
1711;351230001;TRANSMISSÃO DE ENERGIA ELÉTRICA
1005;351310002;CORRETAGEM, INTERMEDIAÇÃO E AGENTES (AGENCIAMENTO) DE ENERGIA ELETRICA PRODUZIDA POR TERCEIROS
1010;351400001;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
1010;352040201;DISTRIBUIÇÃO DE COMBUSTIVEIS GASOSOS POR REDES URBANAS
1005;352040202;ATIVIDADES DE CORRETORES OU AGENTES DE GAS QUE ORGANIZAM A VENDA DE GAS ATRAVES DE SISTEMAS DE DISTRIBUIÇÃO OPERADOS SOB CONTRATO
9906;353010002;SERVIÇO DE SUPRIMENTO DE AR CONDICIONADO
9902;360060101;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA
1603;360060201;DISTRIBUIÇÃO DE ÁGUA POR CAMINHÕES
1603;360060201;DISTRIBUIÇÃO DE ÁGUA POR CAMINHÕES
1711;370110001;GESTÃO DE REDES DE ESGOTO
710;370290001;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTÃO DE REDES
9901;370290002;SANEAMENTO AMBIENTAL, INCLUSIVE PURIFICAÇÃO, TRATAMENTO, ESGOTAMENTO SANITÁRIO E CONGÊNERES
709;370290003;ESVAZIAMENTO E LIMPEZA DE TANQUES DE INFILTRAÇÃO E FOSSAS SÉPTICAS, SUMIDOUROS E POÇOS DE ESGOTO
709;381140001;COLETA DE RESÍDUOS NÃO-PERIGOSOS
709;381220001;COLETA DE RESÍDUOS PERIGOSOS
709;382110001;TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS NÃO-PERIGOSOS
709;382200001;TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS PERIGOSOS
1405;383190101;RECUPERAÇÃO DE SUCATAS DE ALUMÍNIO
1405;383199901;RECUPERAÇÃO DE MATERIAIS METÁLICOS, EXCETO ALUMÍNIO
1405;383270001;RECUPERAÇÃO DE MATERIAIS PLÁSTICOS
1405;383940101;USINAS DE COMPOSTAGEM
1405;383949901;RECUPERAÇÃO DE MATERIAIS NÃO ESPECIFICADOS ANTERIORMENTE
712;390050001;DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS
702;412040001;CONSTRUÇÃO DE EDIFICIOS
705;412040002;REFORMAS EM APARTAMENTOS, CASAS, CONJUNTOS HABITACIONAIS, PREDIOS, EDIFICIOS, EDIFICAÇOES, CONDOMINIOS, RESIDENCIAS, ETC.
702;421110101;CONSTRUÇÃO DE RODOVIAS E FERROVIAS
705;421110102;MANUTENÇÃO DE RODOVIAS E FERROVIAS
2401;421110201;PINTURA PARA SINALIZAÇÃO EM PISTAS RODOVIÁRIAS E AEROPORTOS
702;421200001;CONSTRUÇÃO DE OBRAS-DE-ARTE ESPECIAIS
705;421200002;MANUTENÇÃO DE OBRAS-DE-ARTE ESPECIAIS
702;421380001;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
705;421380002;REFORMA DE RUAS, PRAÇAS E CALÇADAS
702;422190101;CONSTRUÇÃO DE BARRAGENS E REPRESAS PARA GERAÇÃO DE ENERGIA ELÉTRICA
702;422190201;CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
710;422190301;MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
702;422190401;CONSTRUÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES
710;422190501;MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES
702;422270101;CONSTRUÇÃO DE REDES DE ABASTECIMENTO DE ÁGUA, COLETA DE ESGOTO E CONSTRUÇÕES CORRELATAS, EXCETO OBRAS DE IRRIGAÇÃO
702;422270201;OBRAS DE IRRIGAÇÃO
702;422350001;CONSTRUÇÃO DE REDES DE TRANSPORTES POR DUTOS, EXCETO PARA ÁGUA E ESGOTO
702;429100001;OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS
