"0214","MULTA AT O E/O OB S IAA FI-PR-PARCEL-D ATIVA"
"0215","MULTA FUNAPOL - PARCELAMENTO - DIVIDA ATIVA"
"0216","Depósito Judicial - Outros - Aduaneiros"
"0217","JUROS ITR UNIAO - EXCEDENTE A 1%"
"0218","MULTA AVAL / FIANCA / ASS CRED-PARCEL-D ATIVA"
"0219","MULTA TX FISC MERC SEG CAP PREV -PARC-D ATIVA"
"0220","IRPJ-PJ Obrigadas ao Lucro Real - Entidades não Financeiras - Balanço Trimestral"
"0221","IRPJ - IMPOSTO DE RENDA PESSOAS JURIDICAS"
"0222","MULTA EMPRESTIMO COMPULSORIO-PARCELAM-D ATIVA"
"0223","MULTA PARCELAM ARREMAT-PARCELAM-D ATIVA"
"0224","MULTA CIDE-COMBUST-IMPORT-PARCELAM-D ATIVA"
"0225","MULTA CIDE-COMBUST-MERC INTER -PARCEL-D ATIVA"
"0226","MULTA PIS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0227","MULTA CSLL-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0229","Depósito Administrativo - Outros - Aduaneiros"
"0230","MULTA COFINS-SIMPLES-PARCELAM-DIVIDA ATIVA"
"0231","RPJ - Ganhos Líquidos em Operações na Bolsa - Lucro Presumido ou Arbitrado"
"0232","CPSS - CONTRIB PLANO SEG SOCIAL SERV PUBLICO"
"0233","MULTA INSS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0234","JUROS-MED ADQ DIST VAREJ-RET OP-OPE INTRA ORC"
"0235","MULTA ISS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0236","MULTA ICMS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0237","MULTA DEMAIS RECEITAS-PARCELAM-DIVIDA ATIVA"
"0238","IRRF - IMPOSTO DE RENDA RETIDO NAS FONTES"
"0239","MULTA IPI - PARCELAMENTO"
"0240","MULTA-TRANSP INTERN PAS-RET OP-OPER INTRA ORC"
"0241","MULTA IPI - SIMPLES - PARCELAMENTO"
"0242","MULTA IPI - PARCELAMENTO - DIVIDA ATIVA"
"0243","MULTA IPI-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0244","Ouro Ativo Financeiro - Lançamento de Ofício"
"0245","COSIRF IR - PARCELAMENTO"
"0246","IRPF - Complementação Mensal"
"0247","MULTA IRRF - PARCELAMENTO"
"0248","MULTA IRPJ - PARCELAMENTO"
"0249","MULTA IRPF - PARCELAMENTO"
"0250","MULTA IRPJ - SIMPLES - PARCELAMENTO"
"0251","MULTA IRRF - PARCELAMENTO - DIVIDA ATIVA"
"0252","MULTA IRPJ - PARCELAMENTO - DIVIDA ATIVA"
"0253","MULTA IRPF - PARCELAMENTO - DIVIDA ATIVA"
"0254","IRPF-ANTECIPACAO-DIVERSOS"
"0255","MULTA IRPJ-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0256","JUROS PIS - PARCELAMENTO"
"0258","JUROS COFINS - PARCELAMENTO"
"0259","JUROS IOF OPERACOES CREDITO - PARCELAMENTO"
"0260","MULTA DE OFICIO - IOF OURO ATIVO FINANCEIRO"
"0261","MULTA - COSIRF IR - PARCELAMENTO"
"0262","IRPJ-EMP N FIN S AD-ATE A CAL 92"
"0263","JUROS-TRANSP INTERN PAS-RET OP-OPER INTRA ORC"
"0264","JUROS IOF OURO - PARCELAMENTO"
"0265","JUROS CSLL - PARCELAMENTO"
"0266","JUROS IPMF - PARCELAMENTO"
"0267","JUROS CPMF - PARCELAMENTO"
"0268","JUROS CIDE-REMESSAS AO EXTERIOR-PARCELAMENTO"
"0269","JUROS IMP IMPORTACAO - PARCELAMENTO"
"0270","IRPJ-LANCAMENTO SUPLEMENTAR"
"0271","JUROS IMP EXPORTACAO - PARCELAMENTO"
"0272","JUROS LANC OFICIO-IOF OURO ATIVO FINANCEIRO"
"0273","JUROS MULTAS - PARCELAMENTO"
"0274","JUROS - COSIRF IR - PARCELAMENTO"
"0275","JUROS FUNDAF - PARCELAMENTO"
"0276","JUROS CIDE-COMBUSTIVEIS-IMPORTACAO-PARCELAM"
"0277","JUROS CIDE-COMBUSTIVEIS-MERC INTER-PARCELAM"
"0278","JUROS PIS - SIMPLES - PARCELAMENTO"
"0279","JUROS CSLL - SIMPLES - PARCELAMENTO"
"0280","JUROS COFINS - SIMPLES - PARCELAMENTO"
"0281","JUROS INSS - SIMPLES - PARCELAMENTO"
"0282","JUROS ISS - SIMPLES - PARCELAMENTO"
"0283","JUROS ICMS - SIMPLES - PARCELAMENTO"
"0284","JUROS DEMAIS RECEITAS TRIBUTARIAS-PARCELAM"
"0285","Parcelamento para Ingresso no Simples Nacional"
"0287","JUROS PIS/PASEP - PARCELAMENTO - DIVIDA ATIVA"
"0288","JUROS COFINS E FINSOCIAL-PARCEL-DIVIDA ATIVA"
"0289","Multa da CLT"
"0290","JUROS CAAA - PARCELAMENTO - DIVIDA ATIVA"
"0291","JUROS IOF OPERACOES CREDITO-PARCELAM-D ATIVA"
"0292","MULTA-BENS SERV SOC-RET OP-OPER INTRA ORCAM"
"0293","JUROS CSLL - PARCELAMENTO - DIVIDA ATIVA"
"0294","JUROS IPMF - PARCELAMENTO - DIVIDA ATIVA"
"0295","JUROS CPMF - PARCELAMENTO - DIVIDA ATIVA"
"0296","JUROS CIDE-REMESSAS EXTERIOR-PARCELAM-D ATIVA"
"0297","IRRF - REND AUF SOCIOS SOC CIV PROF REG"
"0298","Imposto de Exportação-Lançamento de Ofício"
"0299","TJLP - COSIRF IR - PARCELAMENTO"
"0300","Receita Direitos Antidumping-Lançamento de Ofício"
"0301","JUROS IMP IMPORTACAO-PARCELAM-DIVIDA ATIVA"
"0303","JUROS IMP EXPORTACAO-PARCELAM-DIVIDA ATIVA"
"0304","JUROS MULTA CRIMINAL/JUST FED-PARCEL-D ATIVA"
"0305","JUROS MULTAS DA ANP-PARCELAMENTO-DIVIDA ATIVA"
"0306","JUROS MULTA COD DEFESA CONSUM-PARCEL-D ATIVA"
"0307","JUROS MULTAS CLT-PARCELAMENTO-DIVIDA ATIVA"
"0308","JUROS MULTAS - PARCELAMENTO - DIVIDA ATIVA"
"0309","JUROS MULTA COD ELEIT L CONEX-PARCEL-D ATIVA"
"0310","JUROS MULTA LEG CINEMATOG-PARCELAM-D ATIVA"
"0311","JUROS CUSTAS JUDICIAIS-PARCELAM-DIVIDA ATIVA"
"0312","Devolução de Restituição Indevida - IRPF - Não Tributário"
"0313","COSIRF CSLL - PARCELAMENTO"
"0314","JUROS TAXA FISC TELECOM-PARCELAM-DIVIDA ATIVA"
"0315","JUROS SPU - PARCELAMENTO - DIVIDA ATIVA"
"0316","JUROS RESERVA MONETARIA-PARCELAM-DIVIDA ATIVA"
"0317","JUROS OUTRAS ORIGENS-PARCELAM-DIVIDA ATIVA"
"0318","OUTRAS RECEITAS - DL 2446/88"
"0319","JUROS-BENS SERV SOC-RET OP-OPER INTRA ORCAM"
"0320","JUROS AFRMM - PARCELAMENTO - DIVIDA ATIVA"
"0321","JUROS PROEX - PARCELAMENTO - DIVIDA ATIVA"
"0322","JUROS AMORT JUR DE EMP FMM-PARCELAM-D ATIVA"
"0323","JUROS CRED CONTRAT UNIAO-STN-PARCELAM-D ATIVA"
"0324","CONTRIBUICOES RURAIS"
"0326","CONTRIBUICAO INDUSTRIAL RURAL"
"0327","JUROS AT C C C C CAV N L7291-84 -PARC-D ATIVA"
"0328","JUROS AT ORG E/O OB S IAA FI-PR -PARC-D ATIVA"
"0329","JUROS FUNAPOL - PARCELAMENTO - DIVIDA ATIVA"
"0330","JUROS AVAL / FIANCA / ASS CRED-PARCEL-D ATIVA"
"0331","MULTA DE OFICIO-RECEITA DIREITOS ANTIDUMPING"
"0332","JUROS TX FISC MERC SEG CAP PREV -PARC-D ATIVA"
"0333","JUROS EMPRESTIMO COMPULSORIO-PARCELAM-D ATIVA"
"0334","CONTRIB S/ A PROPRIEDADE RURAL"
"0335","JUROS PARCELAM ARREMAT-PARCELAM-D ATIVA"
"0336","JUROS CIDE-COMBUST-IMPORT-PARCELAM-D ATIVA"
"0337","JUROS CIDE-COMBUST-MERC INTER -PARCEL-D ATIVA"
"0338","Multa Isolada Receita Direitos Antidumping e Compensatorios art. 7 Lei 9019/95"
"0339","MULTA - COSIRF CSLL - PARCELAMENTO"
"0340","Juros Isolados Receita Direitos Antidumping e Compensatorios art. 7 Lei 9019/95"
"0341","JUROS PIS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0342","ADICIONAL A CONTRIB PREVIDENC"
"0343","CSLL - CSRF - PARCELAMENTO"
"0344","JUROS CSLL-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0345","JUROS COFINS-SIMPLES-PARCELAM-DIVIDA ATIVA"
"0346","JUROS INSS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0347","JUROS ISS-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0348","JUROS LANC OFICIO-REC. DIREITOS ANTIDUMPIN"
"0349","JUROS ICMS -SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0351","JUROS DEMAIS RECEITAS-PARCELAM-DIVIDA ATIVA"
"0352","JUROS IPI - PARCELAMENTO"
"0353","Parcelamento Timemania"
"0355","JUROS IPI - SIMPLES - PARCELAMENTO"
"0356","JUROS IPI - PARCELAMENTO - DIVIDA ATIVA"
"0357","JUROS IPI-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0358","JUROS IRRF - PARCELAMENTO"
"0359","JUROS IRPJ - PARCELAMENTO"
"0360","MULTA DE OFICIO-IMPOSTO DE EXPORTACAO"
"0361","JUROS IRPF - PARCELAMENTO"
"0362","JUROS IRPJ - SIMPLES - PARCELAMENTO"
"0363","JUROS IRRF - PARCELAMENTO - DIVIDA ATIVA"
"0364","JUROS IRPJ - PARCELAMENTO - DIVIDA ATIVA"
"0365","JUROS IRPF - PARCELAMENTO - DIVIDA ATIVA"
"0366","MULTA - PARCELAMENTO TIMEMANIA"
"0367","MULTA CSLL - CSRF - PARCELAMENTO"
"0368","JUROS IRPJ-SIMPLES-PARCELAMENTO-DIVIDA ATIVA"
"0369","TAXA DE SERVICOS CADASTRAIS"
"0370","A CLASSIFICAR - PERFIL ZERO - PARCELAMENTO"
"0371","PAGT INDEVIDO-CONTRIBUINTE NAO E PARCELAMENTO"
"0372","PASEP - PARCELAMENTO"
"0373","MULTA PASEP - PARCELAMENTO"
"0374","JUROS PASEP - PARCELAMENTO"
"0375","TJLP IMP IMPORTACAO - PARCELAMENTO"
"0376","TJLP IRPF - PARCELAMENTO"
"0377","IRRF-SOCIEDADES EM GERAL-SUPLEMENTAR"
"0378","JUROS CSLL - CSRF - PARCELAMENTO"
"0379","JUROS - PARCELAMENTO TIMEMANIA"
"0380","TJLP IRPJ - PARCELAMENTO"
"0381","Multa por Omissão/Erro na Dirf Anual"
"0382","TJLP CSLL - CSRF - PARCELAMENTO"
"0383","JUROS LANCADOS OFICIO-IMPOSTO DE EXPORTACAO"
"0384","TJLP IOF OPERACOES CREDITO - PARCELAMENTO"
"0385","IRRF-CORRECAO CAMBIAL EXCED. VARIACAO ORTN"
"0386","TJLP IMP EXPORTACAO - PARCELAMENTO"
"0387","TJLP COFINS - PARCELAMENTO"
"0388","TJLP CPMF - PARCELAMENTO"
"0389","TJLP PIS - PARCELAMENTO"
"0390","Multa por Falta ou Atraso na Entrega da Declaraçao de Informaçoes sobre Movimentaçao Financeira - Dimof"
"0391","TJLP CSLL - PARCELAMENTO"
"0392","TJLP CIDE REMESSAS AO EXTERIOR - PARCELAMENTO"
"0393","JUR COM E DEMAIS DESP-B CENTRAL"
"0394","Contribuição Prêmios Prescritos-Lei 5.768/71"
"0395","COFINS - CSRF - PARCELAMENTO"
"0396","TJLP FUNDAF - PARCELAMENTO"
"0397","TJLP CIDE-COMBUSTIVEIS-IMPORTACAO-PARCELAM"
"0398","TJLP IMP IMPORTACAO-PARCELAMENTO-DIVIDA ATIVA"
"0399","TJLP IRPF - PARCELAMENTO - DIVIDA ATIVA"
"0400","R D Ativa - Parcelamento para Ingresso no Simples Nacional"
"0401","TJLP IRPJ - PARCELAMENTO - DIVIDA ATIVA"
"0402","TJLP IRRF - PARCELAMENTO - DIVIDA ATIVA"
"0403","TJLP IPI - PARCELAMENTO - DIVIDA ATIVA"
"0404","TJLP IOF OPERACOES CREDITO-PARCELAM-D ATIVA"
"0405","TJLP IMP EXPORTACAO-PARCELAMENTO-DIVIDA ATIVA"
"0406","JUROS IMP IMPORTACAO"
"0407","TJLP TAXA FISC TELECOM-PARCELAM-DIVIDA ATIVA"
"0408","TJLP IPMF - PARCELAMENTO - DIVIDA ATIVA"
"0409","TJLP CUSTAS JUDICIAIS-PARCELAM-DIVIDA ATIVA"
"0410","TJLP TX FISC MERC SEG CAP PREV-PARCEL-D ATIVA"
"0411","TJLP EMPRESTIMO COMPULSORIO-PARCELAM-D ATIVA"
"0412","TJLP COFINS E FINSOCIAL-PARCELAM-DIVIDA ATIVA"
"0413","TJLP CPMF - PARCELAMENTO - DIVIDA ATIVA"
"0414","JUROS IMP IMPORTACAO - DIVIDA ATIVA"
"0415","TJLP PIS/PASEP - PARCELAMENTO - DIVIDA ATIVA"
"0416","IRPJ - Regime Especial de Tributação - Patrimônio de Afetação - Lançamento de Ofício"
"0417","TJLP CSLL - PARCELAMENTO - DIVIDA ATIVA"
"0418","MULTA COFINS - CSRF - PARCELAMENTO"
"0419","MULTA CONT PREMIOS PRESCRITOS-LEI 5.768/71"
"0420","TJLP CAAA - PARCELAMENTO - DIVIDA ATIVA"
"0421","JUROS CONT PREMIOS PRESCRITOS-LEI 5.768/71"
"0422","IRRF - Royalties e Assistência Técnica - Residentes no Exterior"
"0423","JUROS COFINS - CSRF - PARCELAMENTO"
"0424","TJLP CIDE-REMESSAS EXTERIOR-PARCELAM-D ATIVA"
"0425","TJLP AFRMM - PARCELAMENTO - DIVIDA ATIVA"
"0426","TJLP CIDE-COMBUST-IMPORT-PARCELAMENTO-D ATIVA"
"0427","TJLP CIDE-COMBUST-MERC INTER-PARCELAM-D ATIVA"
"0428","TJLP MULTAS CLT - PARCELAMENTO - DIVIDA ATIVA"
"0429","TJLP MULTA CRIMINAL/JUST FED-PARCELAM-D ATIVA"
"0430","IRRF - REM EXTERIOR C/BENEF PECUNIARIO"
